Status,GlobalSeq,Year,SeqInYear,Author,Work,PlanSelection,GreatIdeas,BeforeReading,DuringReading,AfterReading,Hook,ResourceKeys,ResourceTitles,ResourceURLs,Themes,GreatBooksSet,PlacementNote
Not Started,125,5,27,Dewey,Experience and Education,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),Education; Experience; God; Knowledge; Religion; Sin,OYC Psychology for learning and development; then Harvard Justice for education as citizenship formation.,Lecture cue — use/search: “John Dewey Experience and Education lecture”,"Compare Dewey to Aristotle: habit, practice, community, experience, and formation.",Watch for Education; Experience; God; Knowledge: education becomes philosophy in action: experience disciplined into growth.,OYC_PSYCH; SADLER; HARVARD_JUSTICE,Open Yale PSYC 110 — Introduction to Psychology; Gregory B. Sadler — philosophy text lectures and core concepts; Harvard Justice — Michael Sandel course videos,https://oyc.yale.edu/introduction-psychology/psyc-110; https://www.youtube.com/@GregoryBSadler; https://justiceharvard.org/,Education; Experience; God; Knowledge; Religion; Sin,Expansion (1990),
Not Started,126,5,28,Waddington,The Nature of Life,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),Cause; Evolution; Life and Death; God; Nature; Science; Physics; Religion,HHMI Origin of Species: The Making of a Theory; then OYC Evolution/Ecology opening lectures.,Lecture cue — use/search: “Waddington The Nature of Life evolution lecture”,"BBC Story of Science — life/evolution episode; compare teleology, descent, chance, adaptation, and human nature.",Watch for Cause; Evolution; Life and Death; God: evolution changes the question of nature from fixed form to historical descent.,HHMI_ORIGIN; OYC_EEB; BBC_STORY_SCI,"HHMI BioInteractive — Origin of Species: The Making of a Theory; Open Yale E&EB 122 — Principles of Evolution, Ecology and Behavior; BBC — The Story of Science: Power, Proof and Passion",https://www.biointeractive.org/classroom-resources/origin-species-making-theory; https://oyc.yale.edu/ecology-and-evolutionary-biology/eeb-122; https://www.bbc.co.uk/programmes/b00s8gcf,Nature; Science; Cause; Evolution; Life and Death; God; Physics; Religion,Expansion (1990),
Not Started,127,5,29,Orwell,Animal Farm,Focus: revolution dynamics; slogans; power consolidation; final transformation (Read whole; then re-read these anchors),Government; Law; Justice; Revolution; Truth; Tyranny and Despotism; Science; State,PBS American Masters — George Orwell; then Crash Course Literature context if available.,Lecture cue — use/search: “Orwell Animal Farm lecture”,"OYC European Civilization — totalitarianism, ideology, language, and political truth.",Watch for Government; Law; Justice; Revolution: Orwell treats language as the battlefield where truth and power meet.,PBS_ORWELL; CRASH_LIT; OYC_EUROCIV,"PBS American Masters — George Orwell; Crash Course Literature; Open Yale HIST 202 — European Civilization, 1648–1945",https://www.pbs.org/wnet/americanmasters/george-orwell-about-george-orwell-a-life-in-pictures/709/; https://thecrashcourse.com/topic/literature/; https://oyc.yale.edu/history/hist-202,Government; Law; Revolution; Justice; Truth; Tyranny and Despotism; Science; State,Expansion (1990),
Not Started,128,5,30,Dobzhansky,Genetics and the Origin of Species,Preface; Ch. 1-3; selected chapters on variation/speciation,Cause; Chance; Evolution; Life and Death; Nature; Science,HHMI Origin of Species: The Making of a Theory; then OYC Evolution/Ecology opening lectures.,Lecture cue — use/search: “Dobzhansky Genetics and the Origin of Species evolution lecture”,"BBC Story of Science — life/evolution episode; compare teleology, descent, chance, adaptation, and human nature.",Watch for Cause; Chance; Evolution; Life and Death: evolution changes the question of nature from fixed form to historical descent.,HHMI_ORIGIN; OYC_EEB; BBC_STORY_SCI,"HHMI BioInteractive — Origin of Species: The Making of a Theory; Open Yale E&EB 122 — Principles of Evolution, Ecology and Behavior; BBC — The Story of Science: Power, Proof and Passion",https://www.biointeractive.org/classroom-resources/origin-species-making-theory; https://oyc.yale.edu/ecology-and-evolutionary-biology/eeb-122; https://www.bbc.co.uk/programmes/b00s8gcf,Cause; Chance; Evolution; Life and Death; Nature; Science,Expansion (1990),Modern synthesis near Darwin
Not Started,129,5,31,Harvey,On the Circulation of Blood,Focus: experiments & quantitative argument for circulation; key objections,Knowledge; Justice; Truth; Reasoning,MIT STS.002 — ancient medicine/natural philosophy; then OYC Epidemics for medicine as social knowledge.,Lecture cue — use/search: “Harvey On the Circulation of Blood history of medicine lecture”,"BBC Story of Science — compare observation, prognosis, anatomy, circulation, and experimental medicine.","Watch for Knowledge; Justice; Truth; Reasoning: medicine enters the conversation as disciplined attention to bodies, causes, signs, and practice.",MIT_STS; OYC_MEDICINE; BBC_STORY_SCI,"MIT OCW STS.002 — Toward the Scientific Revolution; Open Yale HIST 234 — Epidemics in Western Society Since 1600; BBC — The Story of Science: Power, Proof and Passion",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://oyc.yale.edu/history/hist-234; https://www.bbc.co.uk/programmes/b00s8gcf,Truth; Knowledge; Reasoning; Justice,Core (1952),Place alongside Motion of the Heart and Blood
Not Started,130,5,32,Kepler,The Harmonies of the World,Focus: Preface/Intro; Book V (planetary harmonies & 3rd law),Law; Constitution; Government; Justice; State,MIT STS.002 — scientific revolution / natural philosophy context; then BBC Story of Science for the long arc of method and proof.,Lecture cue — use/search: “Kepler The Harmonies of the World science history lecture”,"Use OYC Astrophysics, MIT Mechanics, or NOVA as appropriate to see the modern consequence of the model.","Watch for Law; Constitution; Government; Justice: science here changes what counts as explanation: model, measurement, experiment, law, and reality.",MIT_STS; BBC_STORY_SCI; OYC_ASTRO,"MIT OCW STS.002 — Toward the Scientific Revolution; BBC — The Story of Science: Power, Proof and Passion; Open Yale ASTR 160 — Frontiers and Controversies in Astrophysics",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://www.bbc.co.uk/programmes/b00s8gcf; https://oyc.yale.edu/astronomy/astr-160,Law; Constitution; Government; Justice; State,Core (1952),Place near Copernicus/Kepler astronomy cluster
Not Started,131,6,1,Old Testament,Genesis,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),God; Fate; Justice; Law; Life and Death; Love; Religion; Sin,BibleProject — overview video for Genesis; then OYC Old Testament opening/context lecture.,Open Yale RLST 145 — use/search: “Genesis Hebrew Bible lecture”,PBS Battle for the Bible — use the later translation conflict to see how ancient text becomes civilizational authority.,"Watch for God; Fate; Justice; Law: Israel’s texts turn creation, law, covenant, prophecy, exile, and justice into a historical drama.",BIBLEPROJECT; OYC_OT; PBS_BATTLE_BIBLE,BibleProject — Bible book overview videos; Open Yale RLST 145 — Introduction to the Old Testament / Hebrew Bible; PBS Secrets of the Dead — Battle for the Bible,https://bibleproject.com/videos/collections/; https://oyc.yale.edu/religious-studies/rlst-145; https://www.pbs.org/wnet/secrets/battle-for-the-bible-about-the-episode/7154/,God; Religion; Sin; Fate; Justice; Law; Life and Death; Love,Core (1952),
Not Started,132,6,2,Old Testament,Exodus,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),God; Fate; Justice; Law; Life and Death; Love; Religion; Sin,BibleProject — overview video for Exodus; then OYC Old Testament opening/context lecture.,Open Yale RLST 145 — use/search: “Exodus Hebrew Bible lecture”,PBS Battle for the Bible — use the later translation conflict to see how ancient text becomes civilizational authority.,"Watch for God; Fate; Justice; Law: Israel’s texts turn creation, law, covenant, prophecy, exile, and justice into a historical drama.",BIBLEPROJECT; OYC_OT; PBS_BATTLE_BIBLE,BibleProject — Bible book overview videos; Open Yale RLST 145 — Introduction to the Old Testament / Hebrew Bible; PBS Secrets of the Dead — Battle for the Bible,https://bibleproject.com/videos/collections/; https://oyc.yale.edu/religious-studies/rlst-145; https://www.pbs.org/wnet/secrets/battle-for-the-bible-about-the-episode/7154/,God; Religion; Sin; Fate; Justice; Law; Life and Death; Love,Core (1952),
Not Started,133,6,3,Old Testament,Deuteronomy,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),God; Fate; Justice; Law; Life and Death; Love; Religion; Sin,BibleProject — overview video for Deuteronomy; then OYC Old Testament opening/context lecture.,Open Yale RLST 145 — use/search: “Deuteronomy Hebrew Bible lecture”,PBS Battle for the Bible — use the later translation conflict to see how ancient text becomes civilizational authority.,"Watch for God; Fate; Justice; Law: Israel’s texts turn creation, law, covenant, prophecy, exile, and justice into a historical drama.",BIBLEPROJECT; OYC_OT; PBS_BATTLE_BIBLE,BibleProject — Bible book overview videos; Open Yale RLST 145 — Introduction to the Old Testament / Hebrew Bible; PBS Secrets of the Dead — Battle for the Bible,https://bibleproject.com/videos/collections/; https://oyc.yale.edu/religious-studies/rlst-145; https://www.pbs.org/wnet/secrets/battle-for-the-bible-about-the-episode/7154/,God; Religion; Sin; Fate; Justice; Law; Life and Death; Love,Core (1952),
Not Started,134,6,4,Homer,The Odyssey,Focus: Telemachy; Cyclops; underworld; recognition scenes; homecoming order (Read whole; then re-read these anchors),Desire; Experience; Family; Fate; Justice; Life and Death; Love; Courage,"PBS Empires — The Greeks: Crucible of Civilization; then OYC Greek History opening lectures on the Bronze Age, Homeric world, and polis.","Overly Sarcastic Productions or a lecture source — use/search: “Homer The Odyssey overview; then read with a map of gods, honor, guest-friendship, and homecoming”",Crash Course World History — use the Greece/Persia/polis videos to connect epic values to later civic politics.,"Watch for Desire; Experience; Family; Fate: epic is the old operating system of honor, anger, hospitality, memory, fate, and divine order.",PBS_GREEKS; OYC_GREEK; OSP; CRASH_WORLD,"PBS Empires — The Greeks: Crucible of Civilization; Open Yale CLCV 205 — Introduction to Ancient Greek History; Overly Sarcastic Productions — mythology, classics, history, and literature videos; Crash Course World History",https://www.pbs.org/empires/thegreeks/; https://oyc.yale.edu/classics/clcv-205; https://www.overlysarcasticproductions.com/projects; https://www.youtube.com/playlist?list=PLBDA2E52FB1EF80C9,Desire; Experience; Family; Fate; Justice; Life and Death; Love; Courage,Core (1952),
Not Started,135,6,5,Plato,Laws,Book X,Law; Government; Justice; Dialectic; Education; Good and Evil; Knowledge; Love,"OYC PLSC 114 — watch the opening lectures on Socrates, polis, justice, and philosophy as public danger.",Gregory B. Sadler — use/search: “Plato Laws text lecture core concepts”,Bryan Magee — Plato episode; then write the question Plato leaves harder than he found it.,Watch for Law; Government; Justice; Dialectic: Plato rarely hands you a doctrine first; he stages a soul learning how to ask.,OYC_POLPHIL; SADLER; MAGEE,Open Yale PLSC 114 — Introduction to Political Philosophy; Gregory B. Sadler — philosophy text lectures and core concepts; Bryan Magee — Great Philosophers / Men of Ideas interviews,https://oyc.yale.edu/political-science/plsc-114; https://www.youtube.com/@GregoryBSadler; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html,Law; Government; Justice; Dialectic; Education; Good and Evil; Knowledge; Love,Core (1952),
Not Started,136,6,6,Aristotle,Metaphysics,Book XII,Being; Cause; Change; Form; Science; Physics; Metaphysics; Philosophy,MIT STS.002 — ancient-to-Renaissance natural philosophy; then BBC Story of Science for the shift from nature to method.,Gregory B. Sadler — use/search: “Aristotle Metaphysics lecture”,"Bryan Magee — Aristotle episode; then compare causes, substance, motion, and modern science.",Watch for Being; Cause; Change; Form: Aristotle makes nature thinkable by asking what change is and what must persist through it.,MIT_STS; BBC_STORY_SCI; SADLER; MAGEE,"MIT OCW STS.002 — Toward the Scientific Revolution; BBC — The Story of Science: Power, Proof and Passion; Gregory B. Sadler — philosophy text lectures and core concepts; Bryan Magee — Great Philosophers / Men of Ideas interviews",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://www.bbc.co.uk/programmes/b00s8gcf; https://www.youtube.com/@GregoryBSadler; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html,Science; Physics; Being; Metaphysics; Philosophy; Cause; Change; Form,Core (1952),
Not Started,137,6,7,Tacitus,The Histories,Focus: civil war mechanics; character portraits; propaganda & legitimacy (Read whole; then re-read these anchors),Courage; Honor; Hypothesis; Science; Physics; Mechanics; War and Peace,Crash Course World History — Roman Republic/Roman Empire context; then OYC Roman Architecture for empire as a visible political order.,Lecture/documentary cue — use/search: “Tacitus The Histories Rome virtue empire decline”,BBC Civilisation or OYC European Civilization — use the fall/legacy of Rome as the bridge to Christianity and modern Europe.,"Watch for Courage; Honor; Hypothesis; Science: Rome turns character into public consequence: virtue, ambition, empire, decay, and institutional memory.",CRASH_WORLD; OYC_ROMANARCH; OYC_EUROCIV; BBC_CIVILISATION,"Crash Course World History; Open Yale HSAR 252 — Roman Architecture; Open Yale HIST 202 — European Civilization, 1648–1945; Kenneth Clark — Civilisation",https://www.youtube.com/playlist?list=PLBDA2E52FB1EF80C9; https://oyc.yale.edu/history-of-art/hsar-252; https://oyc.yale.edu/history/hist-202; https://www.bbcselect.com/watch/civilisation/,Science; Physics; Courage; Honor; Mechanics; War and Peace; Hypothesis,Core (1952),
Not Started,138,6,8,Plotinus,Fifth Ennead,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),God; Religion; Sin; Truth,Bryan Magee / ancient philosophy overview; then BBC Civilisation for late antique and medieval spiritual imagination.,Gregory B. Sadler — use/search: “Plotinus Fifth Ennead lecture Neoplatonism”,OYC Dante in Translation — use Dante’s cosmos to see Neoplatonic ascent entering medieval poetry.,"Watch for God; Religion; Sin; Truth: Plotinus turns Plato upward: soul, intellect, beauty, and the One become a ladder of return.",SADLER; MAGEE; BBC_CIVILISATION; OYC_DANTE,Gregory B. Sadler — philosophy text lectures and core concepts; Bryan Magee — Great Philosophers / Men of Ideas interviews; Kenneth Clark — Civilisation; Open Yale ITAL 310 — Dante in Translation,https://www.youtube.com/@GregoryBSadler; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html; https://www.bbcselect.com/watch/civilisation/; https://oyc.yale.edu/italian-language-and-literature/ital-310,God; Religion; Sin; Truth,Core (1952),
Not Started,139,6,9,St. Augustine,The City of God,Book XV-XVIII,God; Government; History; Justice; Law; Religion; Theology; State,BBC Civilisation — late antique/Christian transition context; then OYC New Testament background if needed.,Gregory B. Sadler — use/search: “St. Augustine The City of God lecture”,Bryan Magee or a late-antique Christianity lecture; ask how inwardness becomes philosophical evidence.,"Watch for God; Government; History; Justice: Christian thought absorbs classical philosophy by relocating the drama inside memory, will, sin, grace, and time.",BBC_CIVILISATION; OYC_NT; SADLER; MAGEE,Kenneth Clark — Civilisation; Open Yale RLST 152 — Introduction to New Testament History and Literature; Gregory B. Sadler — philosophy text lectures and core concepts; Bryan Magee — Great Philosophers / Men of Ideas interviews,https://www.bbcselect.com/watch/civilisation/; https://oyc.yale.edu/religious-studies/rlst-152; https://www.youtube.com/@GregoryBSadler; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html,God; Religion; Theology; Government; History; Justice; Law; State,Core (1952),
Not Started,140,6,10,St. Thomas Aquinas,Summa Theologica,"Part I, QQ 1-13",God; Justice; Law; Reasoning; Soul; Theology; Truth; Virtue and Vice,BBC Civilisation — medieval world; then Dante in Translation for the theological-cosmic imagination Aquinas inhabits.,Gregory B. Sadler — use/search: “St. Thomas Aquinas Summa Theologica lecture”,"Bryan Magee / medieval philosophy episode; map reason, revelation, law, soul, and being.",Watch for God; Justice; Law; Reasoning: the medieval move is not anti-reason; it is reason asking where its authority comes from.,BBC_CIVILISATION; SADLER; MAGEE; OYC_DANTE,Kenneth Clark — Civilisation; Gregory B. Sadler — philosophy text lectures and core concepts; Bryan Magee — Great Philosophers / Men of Ideas interviews; Open Yale ITAL 310 — Dante in Translation,https://www.bbcselect.com/watch/civilisation/; https://www.youtube.com/@GregoryBSadler; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html; https://oyc.yale.edu/italian-language-and-literature/ital-310,Reasoning; God; Justice; Law; Soul; Theology; Truth; Virtue and Vice,Core (1952),
Not Started,141,6,11,Dante,The Divine Comedy (Purgatory),Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),God; Justice; Love; Sin; Theology; Virtue and Vice; Religion,"OYC Dante in Translation — introductory lecture on Dante’s life, exile, politics, love, and cosmic architecture.",Open Yale Dante in Translation — use/search: “The Divine Comedy (Purgatory) lecture”,BBC Civilisation / PBS Medici — connect medieval order to Renaissance humanism.,"Watch for God; Justice; Love; Sin: Dante makes the soul’s moral condition visible as geography, poetry, memory, and love.",OYC_DANTE; BBC_CIVILISATION; PBS_MEDICI,Open Yale ITAL 310 — Dante in Translation; Kenneth Clark — Civilisation; PBS Empires — Medici: Godfathers of the Renaissance,https://oyc.yale.edu/italian-language-and-literature/ital-310; https://www.bbcselect.com/watch/civilisation/; https://www.pbs.org/empires/medici/,God; Sin; Justice; Love; Theology; Virtue and Vice; Religion,Core (1952),
Not Started,142,6,12,Shakespeare,Comedy of Errors,Focus: mistaken identity as social order test; family recognition; closure (Read whole; then re-read these anchors),Love; Desire; Emotion; Fate; Good and Evil; Justice; Tyranny and Despotism; War and Peace,"RSC Shakespeare Learning Zone — Comedy of Errors; watch plot, characters, and key scenes before reading.","Watch a staged production through RSC Watch Online, Globe Player, Digital Theatre, or another reputable production source: Comedy of Errors.","Crash Course Literature/Theater — use the genre context: tragedy, comedy, history play, rhetoric, or political theatre.",Watch for Love; Desire; Emotion; Fate: Shakespeare makes public order and private speech collide inside the same human voice.,RSC_LEARN; RSC_STREAM; GLOBE_PLAYER; CRASH_LIT; CRASH_THEATER,Royal Shakespeare Company — Shakespeare Learning Zone; Royal Shakespeare Company — Watch Online; Shakespeare's Globe Player; Crash Course Literature; Crash Course Theater and Drama,https://www.rsc.org.uk/shakespeare-learning-zone; https://www.rsc.org.uk/watch-online; https://player.shakespearesglobe.com/; https://thecrashcourse.com/topic/literature/; https://thecrashcourse.com/topic/theaterdrama/,Love; Desire; Emotion; Fate; Good and Evil; Justice; Tyranny and Despotism; War and Peace,Core (1952),
Not Started,143,6,13,Shakespeare,The Taming of the Shrew,Focus: framing; power/consent questions; performance of gender roles (Read whole; then re-read these anchors),Desire; Emotion; Fate; Good and Evil; Justice; Love; Tyranny and Despotism; War and Peace,"RSC Shakespeare Learning Zone — The Taming of the Shrew; watch plot, characters, and key scenes before reading.","Watch a staged production through RSC Watch Online, Globe Player, Digital Theatre, or another reputable production source: The Taming of the Shrew.","Crash Course Literature/Theater — use the genre context: tragedy, comedy, history play, rhetoric, or political theatre.",Watch for Desire; Emotion; Fate; Good and Evil: Shakespeare makes public order and private speech collide inside the same human voice.,RSC_LEARN; RSC_STREAM; GLOBE_PLAYER; CRASH_LIT; CRASH_THEATER,Royal Shakespeare Company — Shakespeare Learning Zone; Royal Shakespeare Company — Watch Online; Shakespeare's Globe Player; Crash Course Literature; Crash Course Theater and Drama,https://www.rsc.org.uk/shakespeare-learning-zone; https://www.rsc.org.uk/watch-online; https://player.shakespearesglobe.com/; https://thecrashcourse.com/topic/literature/; https://thecrashcourse.com/topic/theaterdrama/,Desire; Emotion; Fate; Good and Evil; Justice; Love; Tyranny and Despotism; War and Peace,Core (1952),
Not Started,144,6,14,Shakespeare,As You Like It,Focus: exile & freedom; Arden philosophy; Jaques; resolution (Read whole; then re-read these anchors),Desire; Emotion; Fate; Good and Evil; Justice; Love; Tyranny and Despotism; War and Peace,"RSC Shakespeare Learning Zone — As You Like It; watch plot, characters, and key scenes before reading.","Watch a staged production through RSC Watch Online, Globe Player, Digital Theatre, or another reputable production source: As You Like It.","Crash Course Literature/Theater — use the genre context: tragedy, comedy, history play, rhetoric, or political theatre.",Watch for Desire; Emotion; Fate; Good and Evil: Shakespeare makes public order and private speech collide inside the same human voice.,RSC_LEARN; RSC_STREAM; GLOBE_PLAYER; CRASH_LIT; CRASH_THEATER,Royal Shakespeare Company — Shakespeare Learning Zone; Royal Shakespeare Company — Watch Online; Shakespeare's Globe Player; Crash Course Literature; Crash Course Theater and Drama,https://www.rsc.org.uk/shakespeare-learning-zone; https://www.rsc.org.uk/watch-online; https://player.shakespearesglobe.com/; https://thecrashcourse.com/topic/literature/; https://thecrashcourse.com/topic/theaterdrama/,Desire; Emotion; Fate; Good and Evil; Justice; Love; Tyranny and Despotism; War and Peace,Core (1952),
Not Started,145,6,15,Shakespeare,Twelfth Night,Focus: identity & desire; Malvolio subplot; endings & recognition (Read whole; then re-read these anchors),Desire; Love; Emotion; Fate; Good and Evil; Justice; Tyranny and Despotism; War and Peace,"RSC Shakespeare Learning Zone — Twelfth Night; watch plot, characters, and key scenes before reading.","Watch a staged production through RSC Watch Online, Globe Player, Digital Theatre, or another reputable production source: Twelfth Night.","Crash Course Literature/Theater — use the genre context: tragedy, comedy, history play, rhetoric, or political theatre.",Watch for Desire; Love; Emotion; Fate: Shakespeare makes public order and private speech collide inside the same human voice.,RSC_LEARN; RSC_STREAM; GLOBE_PLAYER; CRASH_LIT; CRASH_THEATER,Royal Shakespeare Company — Shakespeare Learning Zone; Royal Shakespeare Company — Watch Online; Shakespeare's Globe Player; Crash Course Literature; Crash Course Theater and Drama,https://www.rsc.org.uk/shakespeare-learning-zone; https://www.rsc.org.uk/watch-online; https://player.shakespearesglobe.com/; https://thecrashcourse.com/topic/literature/; https://thecrashcourse.com/topic/theaterdrama/,Desire; Love; Emotion; Fate; Good and Evil; Justice; Tyranny and Despotism; War and Peace,Core (1952),
Not Started,146,6,16,Spinoza,Ethics,Part I,God; Art; Metaphysics; Nature; Reasoning; Truth; Virtue and Vice; Will,"Bryan Magee — watch the matching philosopher/tradition episode first, or OYC Theory for the interpretive frame.",Gregory B. Sadler — use/search: “Spinoza Ethics lecture”,"Return to Magee/OYC Theory; locate the break: certainty, substance, freedom, history, language, being, or value.",Watch for God; Art; Metaphysics; Nature: modern philosophy often begins when inherited certainty becomes a problem rather than a possession.,MIT_STS; MAGEE; SADLER; OYC_THEORY; BBC_STORY_SCI,"MIT OCW STS.002 — Toward the Scientific Revolution; Bryan Magee — Great Philosophers / Men of Ideas interviews; Gregory B. Sadler — philosophy text lectures and core concepts; Open Yale ENGL 300 — Introduction to Theory of Literature; BBC — The Story of Science: Power, Proof and Passion",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html; https://www.youtube.com/@GregoryBSadler; https://oyc.yale.edu/english/engl-300; https://www.bbc.co.uk/programmes/b00s8gcf,God; Metaphysics; Nature; Reasoning; Truth; Virtue and Vice; Will; Art,Core (1952),
Not Started,147,6,17,Milton,Samson Agonistes,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),Government; Law; Liberty; God; Religion; Sin; Poetry; Truth,OYC Milton — introductory lecture; then Rick Steves Luther for Reformation context.,Open Yale Milton — use/search: “Samson Agonistes lecture”,"BBC Civilisation — Reformation/English liberty context; ask how epic, conscience, and political freedom meet.","Watch for Government; Law; Liberty; God: Milton turns theology into a test of language, liberty, obedience, and imagination.",OYC_MILTON; RICK_STEVES_LUTHER; BBC_CIVILISATION,Open Yale ENGL 220 — Milton; Rick Steves — Luther and the Reformation; Kenneth Clark — Civilisation,https://oyc.yale.edu/english/engl-220; https://www.ricksteves.com/watch-read-listen/video/tv-show/tv-specials/luther; https://www.bbcselect.com/watch/civilisation/,Religion; Sin; Government; Law; Liberty; Poetry; Truth; God,Core (1952),
Not Started,148,6,18,Pascal,The Provincial Letters,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),God; Chance; Infinity; Religion; Reasoning; Theology; Truth; Will,Rick Steves Luther and BBC Civilisation — Reformation/Counter-Reformation world before Pascal’s religious psychology.,Lecture cue — use/search: “Pascal The Provincial Letters lecture Pensées”,"Bryan Magee or philosophy lecture on faith/reason; compare geometry, heart, misery, greatness, and wager.",Watch for God; Chance; Infinity; Religion: Pascal makes reason powerful enough to discover its own limit.,RICK_STEVES_LUTHER; BBC_CIVILISATION; SADLER; MAGEE,Rick Steves — Luther and the Reformation; Kenneth Clark — Civilisation; Gregory B. Sadler — philosophy text lectures and core concepts; Bryan Magee — Great Philosophers / Men of Ideas interviews,https://www.ricksteves.com/watch-read-listen/video/tv-show/tv-specials/luther; https://www.bbcselect.com/watch/civilisation/; https://www.youtube.com/@GregoryBSadler; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html,God; Religion; Chance; Infinity; Reasoning; Theology; Truth; Will,Core (1952),
Not Started,149,6,19,Locke,An Essay Concerning Human Understanding,Book IV,Constitution; Experience; Government; Justice; Knowledge; Law; Liberty; Reasoning,OYC Political Philosophy — watch the matching author lectures; use Crash Course European History for state/revolution context.,Open Yale / lecture cue — use/search: “Locke An Essay Concerning Human Understanding political philosophy lecture”,"Harvard Justice — connect sovereignty, consent, rights, equality, and democracy to live moral-political arguments.","Watch for Constitution; Experience; Government; Justice: modern politics asks what authority remains when custom, throne, church, and nature lose automatic command.",OYC_POLPHIL; OYC_SOCIAL; HARVARD_JUSTICE; CRASH_EURO,Open Yale PLSC 114 — Introduction to Political Philosophy; Open Yale SOCY 151 — Foundations of Modern Social Theory; Harvard Justice — Michael Sandel course videos; Crash Course European History,https://oyc.yale.edu/political-science/plsc-114; https://oyc.yale.edu/sociology/socy-151; https://justiceharvard.org/; https://www.youtube.com/playlist?list=PL8dPuuaLjXtMsMTfmRomkVQG8AqrAmJFX,Constitution; Experience; Government; Justice; Knowledge; Law; Liberty; Reasoning,Core (1952),
Not Started,150,6,20,Gibbon,The Decline and Fall of the Roman Empire,Ch. 1-5; General Observations...,Cause; Government; History; Religion; Revolution; State; War and Peace,Crash Course World History — Roman Republic/Roman Empire context; then OYC Roman Architecture for empire as a visible political order.,Lecture/documentary cue — use/search: “Gibbon The Decline and Fall of the Roman Empire Rome virtue empire decline”,BBC Civilisation or OYC European Civilization — use the fall/legacy of Rome as the bridge to Christianity and modern Europe.,"Watch for Cause; Government; History; Religion: Rome turns character into public consequence: virtue, ambition, empire, decay, and institutional memory.",CRASH_WORLD; OYC_ROMANARCH; OYC_EUROCIV; BBC_CIVILISATION,"Crash Course World History; Open Yale HSAR 252 — Roman Architecture; Open Yale HIST 202 — European Civilization, 1648–1945; Kenneth Clark — Civilisation",https://www.youtube.com/playlist?list=PLBDA2E52FB1EF80C9; https://oyc.yale.edu/history-of-art/hsar-252; https://oyc.yale.edu/history/hist-202; https://www.bbcselect.com/watch/civilisation/,Cause; Government; History; Religion; Revolution; State; War and Peace,Core (1952),
Not Started,151,6,21,Kant,Critique of Pure Reason,Transcendental Dialectic,Knowledge; Experience; Judgment; Duty; Reasoning; Metaphysics; Mind; Truth,"Bryan Magee — watch the matching philosopher/tradition episode first, or OYC Theory for the interpretive frame.",Gregory B. Sadler — use/search: “Kant Critique of Pure Reason lecture”,"Return to Magee/OYC Theory; locate the break: certainty, substance, freedom, history, language, being, or value.",Watch for Knowledge; Experience; Judgment; Duty: modern philosophy often begins when inherited certainty becomes a problem rather than a possession.,OYC_POLPHIL; MAGEE; SADLER; OYC_THEORY; HARVARD_JUSTICE,Open Yale PLSC 114 — Introduction to Political Philosophy; Bryan Magee — Great Philosophers / Men of Ideas interviews; Gregory B. Sadler — philosophy text lectures and core concepts; Open Yale ENGL 300 — Introduction to Theory of Literature; Harvard Justice — Michael Sandel course videos,https://oyc.yale.edu/political-science/plsc-114; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html; https://www.youtube.com/@GregoryBSadler; https://oyc.yale.edu/english/engl-300; https://justiceharvard.org/,Knowledge; Reasoning; Experience; Judgment; Metaphysics; Mind; Truth; Duty,Core (1952),
